personLabel	aliasLabel
P. W. Botha	Pieter Willem Botha	True
Mário Soares	Mario Alberto Nobre Lopes Soares	True
Mário Soares	Mário Alberto Nobre Lopes Soares	True
Geoffrey Filkin, Baron Filkin	David Geoffrey Nigel Filkin, Baron Filkin	True
Julius Nyerere	Julius Kambarage Nyerere	True
Julius Nyerere	Servant of God Julius K. Nyerere	True
Nikolai Bukharin	Nikolai Ivanovich Bukharin	True
Charles Jonnart	Celestin Auguste Jonnart	True
Charles Jonnart	Charles Célestin Auguste Jonnart	True
Francisco de Toledo, Count of Oropesa	Elpepeuwu	True
Santiago Casares Quiroga	Santiago Casares y Quiroga	True
Leila Khaled	ليلى خالد	True
Svetlana Medvedeva	Svetlana Vladimirovna Medvedeva	True
Barbara Mikulski	Barbara A. Mikulski	True
Barbara Mikulski	Barbara Ann Mikulski	True
Joseph R. Lane	Joseph Reed Lane	True
Willy Meyer Pleite	Willy Enrique Meyer Pleite	True
Giuseppe Mazzini	Giorgio Rossi Brown	True
Giuseppe Mazzini	Joseph Mazzini	True
John Pepper	József Schwartz	True
Margaret of Austria, Queen of Spain	Margaret of Austria	True
Lucretia Garfield	Lucretia R. Garfield	True
Sarah Childress Polk	Sarah Polk	True
Mary of Burgundy	Maria van Bourgondië	True
William Cavendish-Bentinck, 3rd Duke of Portland	William Portland	True
Grace Coolidge	Grace Anna Coolidge	True
Grace Coolidge	Grace Anna Goodhue	True
Grace Coolidge	Grace Anna Goodhue Coolidge	True
Grace Coolidge	Grace Goodhue	True
Grace Coolidge	Grace Goodhue Coolidge	True
Ferdinand IV, King of the Romans	Ferdinand IV	True
Ferdinand IV, King of the Romans	Fernando IV of Habsburg	True
André Matsangaissa	André Matade Matsangaíce Dyuwayo	True
André Matsangaissa	Andre Matsangaissa	True
Sarah Childress Polk	Sarah Childress	True
Inês de Castro	Ines De Castro	True
Inês de Castro	Inez de Castro	True
Caroline Harrison	Caroline Scott	True
Sergei Sidorsky	Sergei Sergeevich Sidorsky	True
Joan of Kent	Fair Maid of Kent	True
Joan of Kent	Joan, Countess of Kent	True
Joan of Kent	The Fair Maid of Kent	True
William Cavendish-Bentinck, 3rd Duke of Portland	William Bentinck, Marquess of Titchfield	True
William Cavendish-Bentinck, 3rd Duke of Portland	William Henry Bentinck, 3rd Duke of Portland	True
William Cavendish-Bentinck, 3rd Duke of Portland	William Henry Bentinck, Marquess of Titchfield	True
William Cavendish-Bentinck, 3rd Duke of Portland	William Henry Cavendish-Bentinck, 3rd Duke of Portland	True
William Cavendish-Bentinck, 3rd Duke of Portland	William Titchfield	True
Aden Abdullah Osman Daar	Aden Abdulle Osman Daar	True
Aden Abdullah Osman Daar	Aden Adde	True
Louis Mountbatten	Adm. Louis Francis Albert Victor Nicholas George Mountbatten	True
Louis Mountbatten	Lord Louis Mountbatten	True
Louis Mountbatten	Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl Mountbatten of Burma	True
Louis Mountbatten	Louis Mountbatten, 1st Earl Mountbatten of Burma	True
Louis Mountbatten	Prince Louis of Battenberg	True
Louis Mountbatten	The Earl Mountbatten of Burma	True
Caroline Harrison	Caroline Lavinia Harrison	True
Caroline Harrison	Caroline Lavinia Scott	True
Caroline Harrison	Caroline Lavinia Scott Harrison	True
Caroline Harrison	Caroline Scott Harrison	True
Eliza McCardle Johnson	Eliza Johnson	True
Eliza McCardle Johnson	Eliza McCardle	True
Lucretia Garfield	Crete Garfield	True
Lucretia Garfield	Crete Rudolph	True
Lucretia Garfield	Lucretia Rudolph	True
Lucretia Garfield	Lucretia Rudolph Garfield	True
Isabella of Villehardouin	Isabelle de Villehardouin	True
Mainza Chona	Mainza Mathias Chona	True
John Pepper	Joseph Pogany	True
John Pepper	Jozsef Pogany	True
John Pepper	József Pogány	True
John Pepper	Jozsef Schwartz	True
Charles Walker	Charles Ashley Rupert Walker	True
Charles Walker	Sir Charles Ashley Rupert Walker	True
Lars Ohly	Lars-Magnus Harald Christoffer Ohly	True
Nick Rahall	Nicholas Joseph Rahall II	True
Nick Rahall	Nick Joe Rahall	True
Alfred H. Colquitt	Alfred Colquitt	True
Alfred H. Colquitt	Alfred Holt Colquitt	True
Phil Wilson	Philip Wilson	True
Jenny Willott	Jennifer Nancy Willott	True
Henry Bellingham	Sir Henry Campbell Bellingham	True
Adelaide-Blanche of Anjou	Blanche d'Anjou	True
Tewodros II	Tēwodros, II ; keizer van Ethiopie͏̈	True
Tewodros II	Theodore II	True
Tewodros II	Theodore II of Ethiopia	True
Androula Vassiliou	Androulla Vassiliou	True
Stuart Bell	Sir Stuart Bell	True
Nikolai Yudenich	Nikolai Nikolayevich Yudenich	True
Abdullah ibn Muhammad Al ash-Sheikh	H.E Dr. Abdullah Mohammed Ibrahim Al-Sheikh	True
Ján Slota	Jan Slota	True
D. Lane Powers	David Lane Powers	True
Lucy Webb Hayes	Lucy Webb	True
John Russell, 1st Earl Russell	John Russell, Earl Russell	True
Thomas Wyatt	Sir Thomas Wyatt the Younger	True
Thomas Wyatt	Thomas Wyatt the younger	True
Umberto II of Italy	King Humbert	True
Matilde Hidalgo	Matilde Hidalgo de Procel	True
Matilde Hidalgo	Matilde Hidalgo Navarro de Procel	True
John Russell, 1st Earl Russell	Lord John Russell	True
Alexander Karelin	Aleksandr Aleksandrovich Karelin	True
John Russell, 1st Earl Russell	Finality John	True
John Russell, 1st Earl Russell	John, Earl Russell	True
Heydar Aliyev	Heidar Aliev	True
Heydar Aliyev	Heidar Aliyev	True
Heydar Aliyev	Heydar Ali-Rza oghlu Aliyev	True
Heydar Aliyev	Heydar Aliev	True
Heydar Aliyev	Heydar Alirza oghlu Aliyev	True
Heydar Aliyev	Heydar Alirza oglu Aliyev	True
Charles Powlett, 2nd Baron Bayning	Charles Frederick Powlett, 2nd Baron Bayning	True
Charles Powlett, 2nd Baron Bayning	Charles Powlett Townshend, 2nd Baron Bayning	True
Charles Powlett, 2nd Baron Bayning	Charles Powlett, 2nd Baron Bayning of Foxley	True
Abigail Fillmore	Abigail Powers	True
Abigail Fillmore	Abigail Powers Fillmore	True
Meglena Kuneva	Meglena Shtilianova Kuneva	True
Princess Maria Antonia of Naples and Sicily	Maria Antonia	True
Princess Maria Antonia of Naples and Sicily	María Antonia de Borbón-Dos Sicilias y Hasburgo-Lorena	True
Princess Maria Antonia of Naples and Sicily	Maria Antonia of Naples	True
Princess Maria Antonia of Naples and Sicily	Maria Antonia of Naples and Sicily	True
Princess Maria Antonia of Naples and Sicily	Princess Maria Antonia	True
Ciriaco María Sancha y Hervás	Ciriaco Maria Sancha y Hervas	True
Károly Olt	Karoly Olt	True
Umberto II of Italy	Humbert II of Italy	True
Umberto II of Italy	Umberto II	True
Algirdas Brazauskas	Algirdas Mykolas Brazauskas	True
Åse Kleveland	Ase Kleveland	True
Åse Kleveland	Åse Maria Kleveland	True
Lucy Webb Hayes	Lucy Ware Hayes	True
Lucy Webb Hayes	Lucy Ware Webb	True
Lucy Webb Hayes	Lucy Ware Webb Hayes	True
Ellen Axson Wilson	Ellen Wilson	True
Fred Ewing Lewis	Fred E. Lewis	True
Alexander R. Todd, Baron Todd	Alexander Robert Todd, Baron Todd	True
Alexander R. Todd, Baron Todd	Sir Alexander Robertus Todd	True
François Duvalier	Papa Doc	True
Melchior Wathelet, Jr.	Melchior Wathelet	True
Joseph Estrada	ERAP	True
Joseph Estrada	Joseph Ejercito Estrada	True
Ellen Axson Wilson	Ellen Axson	True
Ellen Axson Wilson	Ellen Louise Axson	True
Ellen Axson Wilson	Ellen Louise Axson Wilson	True
Ellen Axson Wilson	Ellen Louise Wilson	True
Ellen Axson Wilson	Mrs. Woodrow Wilson	True
Abbas II	'Abbas II Hilmi	True
Abbas II	Abbas Hilmi II	True
Abbas II	Abbas II Helmy Bey	True
Abbas II	Abbas II of Egypt	True
Abbas II	Abbas Pasha	True
Thomas Wyatt	Sir Thomas Wyatt	True
Charles Oudinot	Nicolas Oudinot	True
John J. Bowlen	John James Bowlen	True
Otto Abetz	Heinrich Otto Abetz	True
Vera Zasulich	Vera Ivánovna Zassúlich	True
Vera Zasulich	Vera Ivanovna Zasulich	True
Sebastian Coe	Baron Coe	True
Sebastian Coe	Lord Coe	True
Sebastian Coe	Seb Coe	True
Sebastian Coe	Sebastian Newbold Coe	True
Sebastian Coe	Sebastian Newbold Coe, Baron Coe	True
Sammy Wilson	Samuel Wilson	True
Amílcar Cabral	Amilcar Cabral	True
Salonia Matidia	Matidia	True
Jennifer Granholm	Jennifer Mulhern Granholm	True
François Guizot	François Pierre Guillaume Guizot	True
François Guizot	François-Pierre-Guillaume Guizot	True
Michael Andreas Barclay de Tolly	Mikhail Bogdanovich Barklay-de-Tolli	True
Michael Andreas Barclay de Tolly	Prince Michael Andreas Barclay de Tolly	True
Michael Andreas Barclay de Tolly	Príncipe Barclay de Tolly	True
Natalia Sedova	Natalia Ivanovna Sedova	True
Natalia Sedova	Natalia Trotsky	True
Ulrich von Hassell	Christian August Ulrich von Hassell	True
Mikuláš Dzurinda	Mikulas Dzurinda	True
Genshō	Empress Genshō	True
Genshō	Gensho	True
Genshō	Genshō-tennō	True
Genshō	Genshou	True
Lynne Cheney	Lynne Ann Cheney	True
Lynne Cheney	Lynne Ann Vincent Cheney	True
Gavin Williamson	Gavin Alexander Williamson	True
Gavin Williamson	Sir Gavin Alexander Williamson	True
Gavin Williamson	Sir Gavin Williamson	True
Rudy Giuliani	Rudolph Giuliani	True
Rudy Giuliani	Rudolph William Louis Giuliani	True
Michael Andreas Barclay de Tolly	Barclay de Tolly	True
Ernst Reuter	Ernst Rudolf Johannes Reuter	True
Albert John Mvumbi Luthuli	Albert John Lutuli	True
Albert John Mvumbi Luthuli	Albert John Mvumbi Lutuli	True
Albert John Mvumbi Luthuli	Albert Luthuli	True
Albert John Mvumbi Luthuli	Mvumbi Luthuli	True
Albert John Mvumbi Luthuli	Mvumbi Lutuli	True
James Connolly	Séamas Ó Conghaile	True
James Connolly	Séamas Ó Conghalaigh	True
Prince Frederick, Duke of York and Albany	Frederick Augustus	True
Margaret I, Countess of Burgundy	Margaret I	True
Mary Robinson	Mary Bourke	True
Salonia Matidia	Matidia the Elder	True
Tadukhipa	Tadu-Hepa	True
Mary Robinson	Her Excellency Mary Robinson	True
Mary Robinson	Maire Bean Mhic Roibin	True
Mary Robinson	Máire Bean Mhic Róibín	True
Mary Robinson	Máire Mhic Róibín	True
Mary Robinson	Máire Treasa Úna Mhic Róibín	True
Mary Robinson	Mary Therese Winifred Bourke	True
Mary Robinson	Mary Therese Winifred Robinson	True
George W. Dunlap	George Washington Dunlap	True
Albert Booth	Albert Edward Booth	True
Hilary Benn	Hilary James Wedgwood Benn	True
Samuel Adams	Sam Adams	True
Josué de Castro	Josue de Castro	True
Prince Frederick, Duke of York and Albany	Duke of York and Albany Frederick Augustus	True
Prince Frederick, Duke of York and Albany	Friedrich von York und Albany	True
Prince Frederick, Duke of York and Albany	The Prince Frederick	True
Prince Frederick, Duke of York and Albany	The Prince Frederick, Duke of York and Albany	True
Khaleda Zia	Begum Khaleda Zia	True
Khaleda Zia	Khaleda Majumder	True
Ulrich von Brockdorff-Rantzau	Ulrich Graf von Brockdorff-Rantzau	True
Huascar	Huáscar	True
Cevdet Sunay	Ahmet Cevdet Sunay	True
Madame de Pompadour	Jeanne Antoinette d'Etioles Pompadour Marquise de	True
Madame de Pompadour	Jeanne Antoinette d'Etioles, Marquise de Poisson	True
Madame de Pompadour	Jeanne Antoinette d'Etioles, Marquise de Pompadour	True
Madame de Pompadour	Jeanne Antoinette D'Etioles, Marquise De Pompadour	True
Madame de Pompadour	Jeanne Antoinette d'Etoiles Pompadour	True
Madame de Pompadour	Jeanne Antoinette Lenormand d'Etioles	True
Madame de Pompadour	Jeanne Antoinette Poisson	True
Madame de Pompadour	Jeanne Antoinette Poisson d' Etoilles	True
Madame de Pompadour	Jeanne Antoinette Poisson d'Etioles	True
Madame de Pompadour	Jeanne Antoinette Poisson Lenormand d' Etioles	True
Madame de Pompadour	Jeanne Antoinette Poisson Lenormand d'Etioles	True
Madame de Pompadour	Jeanne Antoinette Poisson Pompadour	True
Madame de Pompadour	Jeanne Antoinette Poisson, Marquise de Pompadour	True
Madame de Pompadour	Jeanne-Antoinette Poisson	True
Madame de Pompadour	M.e De Pompadour	True
Madame de Pompadour	M.e Pompadour	True
Madame de Pompadour	Mad.e De Pompadour	True
Madame de Pompadour	Madame De Pompadour	True
Madame de Pompadour	Marquise de Pompadour	True
Madame de Pompadour	Marquise De Pompadour	True
Madame de Pompadour	Marquise de Pompadour Jeanne Antoinette Poisson	True
Madame de Pompadour	Marquise Jeanne Antoinette Poisson	True
Madame de Pompadour	Reinette Poisson	True
Adolf Marschall von Bieberstein	Adolf Freiherr Marschall von Bieberstein	True
Julia Gardiner Tyler	Julia Gardiner	True
Julia Gardiner Tyler	Julia Tyler	True
Julia Gardiner Tyler	Rose of Long Island	True
Huascar	Inti Cusi Huallpa Huáscar	True
Felix Dzerzhinsky	FD	True
Marie Louise I, Duchess of Parma	Marie Louise	True
Isabella Clara Eugenia	Infanta Isabella Clara Eugenia of Spain	True
Isabella Clara Eugenia	Infanta of Spain and Archduchess of Austria Isabella	True
Isabella Clara Eugenia	Infanta of Spain Isabel Clara Eugenia	True
Isabella Clara Eugenia	Isabella	True
Kirron Kher	Kirron Anupam Kher	True
Robert Ferdinand Wagner	Robert F. Wagner	True
Robert Ferdinand Wagner	Robert Wagner	True
Yolanda de Aragon	Yolande d', Queen, consort of Louis II, King of Naples Aragon	True
Alfred I, Duke of Saxe-Coburg and Gotha	Alfred Ernest Albert I of Saxe-Coburg and Gotha	True
Alfred I, Duke of Saxe-Coburg and Gotha	Alfred Ernest Albert I, Duke of Saxe-Coburg and Gotha	True
Alfred I, Duke of Saxe-Coburg and Gotha	Alfred I of Saxe-Coburg and Gotha	True
Alfred I, Duke of Saxe-Coburg and Gotha	Alfred, Duke of Saxe-Coburg and Gotha	True
Alfred I, Duke of Saxe-Coburg and Gotha	Prince Alfred Ernest Albert of the United Kingdom	True
Alfred I, Duke of Saxe-Coburg and Gotha	Prince Alfred Ernest Albert, Duke of Edinburgh	True
Alfred I, Duke of Saxe-Coburg and Gotha	Prince Alfred of the United Kingdom	True
Alfred I, Duke of Saxe-Coburg and Gotha	Prince Alfred, Duke of Edinburgh	True
Alfred I, Duke of Saxe-Coburg and Gotha	The Prince Alfred Ernest Albert	True
Janusz Palikot	Janusz Marian Palikot	True
Vasily Chuikov	Vasily Ivanovich Chuikov	True
Édouard Daladier	Edouard Daladier	True
Keiko Fujimori	Keiko Sofía Fujimori Higuchi	True
Lennart Johansson	Nils Lennart Johansson	True
Robert Ferdinand Wagner	Robert Ferdinand Wagner I	True
Marie Louise I, Duchess of Parma	Archduchess Maria Ludovica Leopoldina Franziska Therese Josepha Lucia von Habsburg-Lothringen	True
Marie Louise I, Duchess of Parma	Archduchess of Austria Marie Louise	True
Marie Louise I, Duchess of Parma	Duchess of Parma Maria Luigia	True
Marie Louise I, Duchess of Parma	Duchess of Parma Marie Louise	True
Marie Louise I, Duchess of Parma	Empress Marie Louise	True
Marie Louise I, Duchess of Parma	Empress Marie-Louise	True
Marie Louise I, Duchess of Parma	Empress of France Marie-Louise	True
Marie Louise I, Duchess of Parma	Empress, consort of Napoleon I Marie Louise	True
Marie Louise I, Duchess of Parma	Empress, consort of Napoleon I, Emperor of the French Maria Luigia	True
Marie Louise I, Duchess of Parma	Empress, consort of Napoleon I, Emperor of the French Maria Luisa	True
Marie Louise I, Duchess of Parma	Empress, consort of Napoleon I, Emperor of the French Marie Louise	True
Marie Louise I, Duchess of Parma	Maria Louisa	True
Marie Louise I, Duchess of Parma	Maria Ludovica Leopoldina Franziska Therese Josepha Lucia	True
Marie Louise I, Duchess of Parma	Marie Louise I	True
Felix Dzerzhinsky	Feliks Dzierzynski	True
Felix Dzerzhinsky	Feliks Dzierżyński	True
Felix Dzerzhinsky	Felix Edmundovich Dzerzhinsky	True
Felix Dzerzhinsky	Iron Felix	True
Johann Most	"Johann Joseph ""Hans"" Most"	True
Johann Most	Johann Joseph Most	True
Johann Most	John Most	True
Karl August von Hardenberg	Karl August, Fürst von Hardenberg-Reventlow	True
Karl August von Hardenberg	Prince von Hardenberg	True
Yaroslav the Wise	Yaroslav Mudryi	True
Ausonius	Decimus Magnus Ausonius	True
Yaroslav the Wise	Yaroslav Volodymyrovych	True
Richard Benyon	Richard Henry Ronald Benyon	True
Robert Walter	Robert John Walter	True
Antal Apró	Antal Apro	True
John Bercow	John ‘Order’ Bercow	True
John Bercow	John Simon Bercow	True
Jill Stein	Jill Ellen Stein	True
Jill Stein	Jill Stein M.D.	True
Jake Berry	James Jacob Gilchrist Berry	True
Jake Berry	Sir Jake Berry	True
Jake Berry	Sir James Jacob Gilchrist Berry	True
Joe Benton	Joseph Edward Benton	True
Yolanda de Aragon	Queen consort of Louis II, King of Naples Yolande	True
Yolanda de Aragon	Queen, consort of Louis II, King of Naples Yolande d'Aragon	True
Yolanda de Aragon	Violant	True
Yolanda de Aragon	Violante	True
Cécilia Attias	Cecile Maria Sara Isabel Ciganer	True
Cécilia Attias	Cécile María Sara Isabel Ciganer	True
Cécilia Attias	Cecile Sarkozy	True
Cécilia Attias	Cécile Sarkozy	True
Cécilia Attias	Cecilia Attias	True
Cécilia Attias	Cécilia Ciganer	True
Cécilia Attias	Cecilia Sarkozy	True
Cécilia Attias	Cécilia Sarkozy	True
Hugh Dowding, 1st Baron Dowding	Air Chief Marshal Hugh Caswall Tremenheere Dowding, 1st Baron Dowding	True
Hugh Dowding, 1st Baron Dowding	Hugh Caswall Tremenheere Dowding	True
Hugh Dowding, 1st Baron Dowding	Hugh Dowding	True
Elaine Chao	Elaine L. Chao	True
Elaine Chao	Elaine Lan Chao	True
Elaine Chao	Zhao Xiaolan	True
Walter Marshal, 5th Earl of Pembroke	Walter Marshal, 8th Earl of Pembroke	True
Claudie Haigneré	Claudie André-Deshays	True
Claudie Haigneré	Claudie Haignere	True
Joan I, Countess of Auvergne	Blanche of Boulogne	True
Joan I, Countess of Auvergne	Jeanne of Auvergne	True
Joan I, Countess of Auvergne	Jeanne of Boulogne	True
Clementine Churchill, Baroness Spencer-Churchill	Clementine Churchill	True
Clementine Churchill, Baroness Spencer-Churchill	Clementine Ogilvy Hozier	True
Clementine Churchill, Baroness Spencer-Churchill	Lady Churchill	True
Karl August, Grand Duke of Saxe-Weimar-Eisenach	Karl August	True
Jean-Baptiste Colbert	Not to be confused with Jean-Baptiste Colbert de Torcy (1665-1746), Jean-Baptiste Colbert de Seignelay (1651-1690) or Jean-Baptiste Colbert de Beaulieu (1905-1995)	True
George Herbert, 5th Earl of Carnarvon	George Herbert	True
Joan Walley	Joan Lorraine Walley	True
Cornelius Castoriadis	Paul Cardan	True
George Herbert, 5th Earl of Carnarvon	Earl of Carnarvon George Herbert	True
George Herbert, 5th Earl of Carnarvon	George Edward Stanhope Molyneux Herbert, 5th Earl of Carnarvon	True
George Herbert, 5th Earl of Carnarvon	George Edward Stanhope Molyneux Herbert, Earl of Carnarvon	True
George Herbert, 5th Earl of Carnarvon	George Edward Stanhope Molyneux, 5th Earl of Carnarvon	True
George Herbert, 5th Earl of Carnarvon	George Herbert, Earl of Carnarvon	True
Alphonse de Lamartine	Alphonse Marie de Lamartine	True
Austen Chamberlain	Sir Joseph Austen Chamberlain	True
Augusto Nicolás Calderón Sandino	Sandino	True
Elizabeth Garrett Anderson	Elizabeth Garrett	True
Amelia Andersdotter	Amelia Anna Matilda Katarina Andersdotter	True
K. R. Narayanan	Kocheril Raman Narayanan	True
Ulpia Severina	Severina	True
Maximilian von Montgelas	Conde de Montgelas	True
Maximilian von Montgelas	Maximilian de Garnerin de la Thuille, Graf von Montgelas	True
Princess Alice, Countess of Athlone	Alice Mary Victoria Augusta Pauline	True
Clive Betts	Clive James Charles Betts	True
Justin Girod-Chantrans	Gir.-Chantr.	True
Leonard Trelawny Hobhouse	L. T. Hobhouse	True
